6,77576445172344      1,58537095614727
4,05594116684792      -1,28363834109096
4,85427084418678      -1,52684043706262
6,3149094299017      0,799319804022807
6,59172572129952      3,05076414396697
5,12933957675907      -0,1195478263747
6,57792539083302      1,62603914361884
6,8284048679417      2,15036024133638
4,85663594112575      -0,396173676717614
4,09892505737903      -1,24028107255416
5,23202339756862      -0,478107936771431
4,7506334305511      -0,569147388191367
5,87882403278669      0,299567161394218
6,83254589318882      2,34705582662676
1,67075334101485      -1,317185635338
4,01373426011472      -0,999472521528724
6,32827706324322      1,92118461284843
2,67128352293339      -1,10823304172313
5,95194961035249      0,981265548125198
7,72959639026299      3,79469916592006
4,74313068843592      -0,608325850514956
3,66779068515999      -0,82327891331654
5,08744275201459      -0,0509059293411967
3,06482612484359      -0,836447444479386
7,27960950009507      3,67115933040921
7,02483784315402      3,27309206920085
5,27378605458596      -0,260968649771228
7,49270767881195      3,89746791655319
2,72212520647893      -1,62115716309459
4,56659501165459      -0,712690158582029
1,94289870930039      -0,250367618150868
2,13310362544521      -0,357685217326313
1,68964374609741      -0,418010590861559
3,46647101755555      -1,10612452384102
3,1575942696806      -1,1078022312126
2,51352793328163      -0,743781594352768
7,78110643000394      4,3515067430791
5,9461760008457      0,0866154133678025
7,87516054738088      5,42489770902124
1,48864092514321      -0,483902796265639
4,71628840673542      -0,482797371256132
7,79673607591388      5,18730908662323
6,49205761705155      2,53133104501649
4,49396831565256      -0,32936225356503
3,66583317688938      -1,74683271479774
4,88319225743562      -0,954610203468695
4,34154256588851      -0,825780351852673
5,55838711585774      0,81855378530909
4,16598793732281      -0,508100312041355
5,9475341941917      0,490578602039985
6,85576202248026      2,58731353577332
5,80869773580166      0,399939858156945
1,40019627725715      -0,409241374888483
1,79738855073107      -0,472593678749662
5,99358762893527      0,545539992618461
4,3576526718017      -1,47998142986955
5,99121656454691      1,05592344741403
1,35686790587235      -0,682518985375891
1,44182777797888      0,365691559767175
3,5827726440424      -1,83551494811826
2,86761689086799      -0,471663267783219
1,75355135824231      -1,16663573969993
6,33989514659154      2,04539564526171
1,60695579769414      -0,340932504005725
1,03925211636315      -0,351762712675252
4,76694389747779      -0,898885813114065
2,16592129607029      -1,16721565805243
6,70082897027062      1,44155791406623
1,05755615190489      -0,182480101785112
6,35683285321893      1,04805762928413
3,63785072864865      -1,07977832024972
6,39492580452698      1,58579631207708
1,08081763194912      0,344766657736402
2,48087555611547      -0,478414944918362
3,29957217178288      -1,84730366968629
4,06273905656428      -1,47765847464946
6,01018778002364      1,22705103316368
5,85824065462604      0,355770812944882
6,89189023146959      3,15311258534819
1,71662694947637      -0,729688765996452
3,46938368187723      -1,23008482154271
5,63689470600192      -0,489631837092508
4,79283194653356      -0,39934813245761
1,44274842014664      0,775162120362686
2,30917504863309      -0,43076952940206
3,01908866968895      -1,82752001239258
5,01924164175021      -0,608096911398638
2,61655373806905      -1,05402046971594
1,68303177956633      -0,129096272154809
5,63830633398067      -0,176660619475624
1,56056025650378      -0,775654083283991
2,82509418056584      -1,17093063340401
4,37887010973826      -0,161653783061172
7,2720123432912      2,63178505866534
4,90454272502314      -0,103194418909544
7,17895658555392      3,26547182436246
7,0235870303696      2,59030757724019
7,94633445560296      5,07435857793194
7,18092678728557      3,23844100279043
6,31322538634447      1,79246531447999
1,83177412107204      -1,0823115046533
2,02236349835171      -1,0159523415644
1,46265362457496      1,31489116719758
3,77067180060347      -1,00482103459328
6,07657598940496      1,69973900245453
6,09477265882062      0,751650298480578
2,45126743589121      -1,52279950056313
5,79820020813411      0,20486648867083
2,84762801781652      -1,28782269804895
1,17310835289448      0,360264086056909
6,80344020519566      2,60839014452838
7,32389045987459      3,6594817982519
3,10706450329491      -1,31503395082688
1,67802676776332      -0,0417990599232339
1,22072005095925      0,00980619737007781
5,86886861029494      0,247778485434005
6,33426863901982      0,742938122690148
5,23359848430082      -0,932248339615705
3,25305375235763      -0,589124320657612
6,09485619752428      1,29282515378253
1,20635865452064      0,928208367184364
4,39621557919132      -1,21855794247787
1,82825187306304      -0,76147512604996
7,5167149461418      3,68219754607549
3,19987218044692      -1,4363720952969
6,11750051244977      1,3356200425342
1,66983898899976      -0,724646793052766
4,20192487826661      -0,87946549506114
7,92855191134315      4,44285968506807
5,90648657963913      1,19388944600639
3,68309849066804      -1,81942733226959
6,62241322250218      1,29009710277785
3,9395766467506      -1,64986152647317
2,9101275670855      -1,09254648236378
6,41765585980269      1,6863842154045
4,94091267881026      -1,40910470606159
1,9845286863784      -0,998082936215983
2,60944283688881      -1,43083943131656
3,57374127235903      -0,973199556614241
2,55789864368639      -0,813401266349598
2,53439134151414      -1,56479000605008
3,82129707272225      -1,61037057539525
4,53392469535299      -1,48887021951336
6,17024544867233      1,13084958357747
6,4310163722518      1,65656766635623
3,3795659739429      -1,69558466436578
5,90505651799266      0,136070547478244
5,33464636063885      0,177537952121963
4,80646584732759      -0,764127502142305
7,156520821227      3,00671117880051
5,02443281236311      -1,25658052955837
5,9546768264634      0,860463221685094
5,8114553456248      0,66166249957117
1,11701321700449      0,370958518282488
4,88798105804621      -0,0341276058133322
6,28807599716265      1,83575754607285
5,07831433791589      0,0504064465634414
6,87715599540489      1,93996900531606
3,92820547471205      -0,954107209633796
2,89122608624921      -0,968520322350014
2,08444277247621      -0,840368612812817
1,38730981312101      -0,247246071535453
1,11051634890517      0,072144210346067
3,13102840219207      -1,16164510188216
3,82071714094873      -1,27801396849928
2,5680952880383      -1,45161521686787
5,07127217066999      -0,202823415189241
7,14807131148319      2,85392740175916
6,35101725503384      1,07076254504618
1,65689668089938      -0,698925102308335
4,65031348990757      -0,451608892312811
5,94886368603858      0,406361118937597
5,0837052176165      -0,0566957982447025
5,53852643283947      0,510952394997614
2,80615286520037      -0,59848975274052
7,52865063237429      4,53913073107264
5,0798387113399      -0,735910449663808
7,4891208794383      3,55178738852783
7,31107894764798      3,33511883344417
7,59927350869368      5,20673994705387
4,95038719007298      -0,875969918406599
6,69375834646344      2,41770524075157
6,25926845486242      1,94679800902701
5,62948674877616      1,27125232931377
1,58591114430964      -0,0723049875324923
1,02638715413696      0,398272243157489
6,49716451507861      2,91621768616632
4,52193644993097      -0,412361195746598
4,12441913696212      -2,57276693025119
6,96216942740705      2,82231925430599
4,78554547521544      -0,939018831012058
7,49506696057276      3,55297695170412
7,62393609742817      3,88208471035534
7,52283776343001      3,99067660477444
1,49521411233359      -0,512820463309033
2,52492363309717      -1,34053012831189
4,51223370642971      -0,765275711347893
2,50212191301497      -0,959218289334126
6,96201161479671      3,46170975140107
2,34438417448866      -0,98457193996271
3,04932030572059      -1,69542805786994
4,5851629178902      -0,805374325231249
6,93085479733108      2,44813891427372
5,15524013627099      -0,588897285543622
5,46233443145749      0,699686745491319
1,82673085240029      -0,65855711640121
4,94663275403279      -0,689885897162591
2,70183796235446      -0,78304802852223
7,32072643065859      3,15370966112795
6,11145823081558      0,784280976927324
3,16256175896272      -1,56152784084232
4,59876523381042      -1,8502819738169
3,51622978156257      -0,683590064519586
5,30446455315895      0,130809734310685
3,9365950701463      -2,10922543706348
5,46666119641935      0,0364559984005727
7,43927300928127      4,41858892719854
4,38238898868784      -1,09772234983388
3,37479142210204      -0,603568727115281
6,9326203921496      3,3702476995446
7,76045050041771      4,46538564971019
7,62466685782404      4,1605564957418
4,37019046972049      -0,456563889923632
7,4955823195612      3,6725836113914
3,46767528097503      -0,471635509469041
4,51379366801763      -0,444926393002171
1,10201112697926      0,705072703289702
1,23574393626104      -0,188050085379966
4,84578185288505      -0,453389485236371
2,24876966897807      0,0525327356404626
3,40748781962669      -1,16915945469239
6,70452665803233      0,908408307414204
6,59378687180289      0,937113912205528
7,08814875459678      1,98534946473513
3,78517522559742      -2,33077340315013
3,61564142797871      -1,45846634250519
5,89766276483315      0,805627568146659
2,58312731775601      -1,32979762463447
2,91781860167059      -1,32388717702848
2,01879935246836      -0,457105794956409
4,08858976098178      -0,220812420360884
7,8599759907741      4,76411372069992
3,17362268323713      -1,73455573972818
3,80893865218802      -1,26991300673197
4,32811979592225      -0,636930921309503
7,49521653563493      3,33859827237024
2,48129784105406      -0,404794432240765
5,50449590501585      1,56252472173903
7,17718937721904      2,61379172902924
6,84097917230845      2,42593967867753
4,90935311462234      -1,67147798832947
1,55949426654703      -1,41848340282791
1,89604763495552      -0,710249663388788
7,2340656929808      3,17090623207058
7,41767903855894      2,91953243932
7,58901624455537      3,91199641907117
5,17737374323298      -0,0278481195276422
6,25809295580634      1,47924710654815
4,96761287374776      -0,205011134180681
2,6012953969656      -0,721239162168537
2,10684242104499      -0,266110575915356
5,05464922592726      -0,644135737774642
7,86562303819955      4,62314306341344
4,1093610795724      -0,924601576888691
3,69497860115719      -1,24088249200577
5,10365634649231      0,241327905197713
1,32302001739061      -0,70210329964721
4,6093747977211      -1,26046779706026
7,40030079446747      4,6241812056636
6,52885837225656      1,19690591524894
2,10086704562459      -0,284685640685636
7,02078761440738      1,97581794759388
3,28653789790652      -1,59976812645327
6,00124458316772      0,349252301292479
6,32784471955516      1,79093104782217
1,96524876214808      -0,661520400624014
7,24845338065571      3,2951552249021
5,34756697544249      0,149896203768906
2,05816407178443      -0,769739878930866
5,24121266894099      -0,46846324466665
4,81377366781876      -1,02024629222225
7,20755801964903      3,35326707669276
6,85124186605739      2,32123453034744
4,35876264579537      -0,932739511839633
