Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km),Engine Power
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,0.3010299956639811,1.2962183778481056,AS8,Z,1.0606978403536116,0.9084850188786496,1.0,2.3617278360175926,0.39020061266318784
AUDI,A5 QUATTRO,SUBCOMPACT,0.3010299956639811,1.2962183778481056,AS8,Z,1.0606978403536116,0.9084850188786496,1.0,2.3617278360175926,0.39020061266318784
AUDI,A5 QUATTRO,SUBCOMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0334237554869496,0.8750612633916999,0.9684829485539352,2.3304137733491905,0.37790263987959616
AUDI,A6 QUATTRO,MID-SIZE,0.3010299956639811,1.2962183778481056,AS8,Z,1.0791812460476249,0.9084850188786496,1.0086001717619173,2.371067862271736,0.3935564049536966
AUDI,A6 QUATTRO,MID-SIZE,0.4771212547196624,1.2986580151756753,AS8,Z,1.1072099696478683,0.9344984512435676,1.0374264979406236,2.399673721481037,0.6428074488136913
AUDI,A7 QUATTRO,MID-SIZE,0.4771212547196624,1.2986580151756753,AS8,Z,1.1238516409670858,0.9294189257142926,1.0492180226701815,2.418301291319745,0.6501136820206481
AUDI,A8,MID-SIZE,0.4771212547196624,1.2986580151756753,AS8,Z,1.117271295655764,0.9444826721501686,1.0492180226701815,2.41161970596323,0.6501136820206481
AUDI,A8,MID-SIZE,0.6020599913279623,1.3000676416768184,AS8,Z,1.136720567156407,0.919078092376074,1.0530784434834195,2.4232458739368075,0.8242642040490074
AUDI,A8L,FULL-SIZE,0.4771212547196624,1.2986580151756753,AS8,Z,1.117271295655764,0.9444826721501686,1.0492180226701815,2.41161970596323,0.6501136820206481
AUDI,A8L,FULL-SIZE,0.6020599913279623,1.3000676416768184,AS8,Z,1.167317334748176,0.9867717342662446,1.0969100130080565,2.4593924877592306,0.8585719937393321
AUDI,A8L,FULL-SIZE,0.7993405494535816,1.3017480372878634,AS8,Z,1.2718416065364988,1.0606978403536116,1.1903316981702914,2.559906625036112,1.2385877349484586
AUDI,ALLROAD QUATTRO,STATION WAGON - SMALL,0.3010299956639811,1.2962183778481056,AS8,Z,1.0718820073061253,0.9444826721501686,1.021189299069938,2.383815365980431,0.39846869014218117
AUDI,Q5,SUV - SMALL,0.3010299956639811,1.2962183778481056,AS8,Z,1.0791812460476249,0.9294189257142926,1.0170333392987805,2.378397900948137,0.39684703209327193
AUDI,Q5,SUV - SMALL,0.4771212547196624,1.2986580151756753,AS8,Z,1.1105897102992488,0.9637878273455552,1.0492180226701815,2.41161970596323,0.6501136820206481
AUDI,Q5 HYBRID,SUV - SMALL,0.3010299956639811,1.2962183778481056,AS8,Z,0.99563519459755,0.919078092376074,0.9637878273455552,2.326335860928751,0.3760706007075584
AUDI,Q7,SUV - STANDARD,0.4771212547196624,1.2986580151756753,AS8,Z,1.1789769472931697,1.0374264979406236,1.1205739312058498,2.482873583608753,0.6943270403787082
AUDI,R8,TWO-SEATER,0.6232492903979004,1.3000676416768184,A7,Z,1.2455126678141497,1.041392685158225,1.1643528557844371,2.526339277389844,0.9434358048360271
AUDI,R8,TWO-SEATER,0.6232492903979004,1.3000676416768184,M6,Z,1.3263358609287514,1.1271047983648077,1.2479732663618064,2.6095944092252195,1.0111906000957767
AUDI,R8 SPYDER,TWO-SEATER,0.6232492903979004,1.3000676416768184,A7,Z,1.2455126678141497,1.041392685158225,1.1643528557844371,2.526339277389844,0.9434358048360271
AUDI,R8 SPYDER,TWO-SEATER,0.6232492903979004,1.3000676416768184,M6,Z,1.3263358609287514,1.1271047983648077,1.2479732663618064,2.6095944092252195,1.0111906000957767
AUDI,RS 5,SUBCOMPACT,0.6232492903979004,1.3000676416768184,A7,Z,1.1846914308175986,1.0374264979406236,1.1238516409670858,2.48572142648158,0.9106190379871992
AUDI,RS 5 CABRIOLET,SUBCOMPACT,0.6232492903979004,1.3000676416768184,A7,Z,1.1818435879447724,1.0530784434834195,1.1271047983648077,2.488550716500444,0.9132549615841834
AUDI,RS 7,MID-SIZE,0.6020599913279623,1.3000676416768184,AS8,Z,1.1903316981702914,0.9444826721501686,1.0969100130080565,2.4668676203541096,0.8585719937393321
AUDI,S4,COMPACT,0.4771212547196624,1.2986580151756753,A7,Z,1.1205739312058498,0.9637878273455552,1.0569048513364725,2.418301291319745,0.6548765743645926
AUDI,S4,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.1643528557844371,0.9912260756924948,1.093421685162235,2.45484486000851,0.6775030378652727
AUDI,S5,SUBCOMPACT,0.4771212547196624,1.2986580151756753,A7,Z,1.1205739312058498,0.9637878273455552,1.0569048513364725,2.418301291319745,0.6548765743645926
AUDI,S5,SUBCOMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.1643528557844371,0.9912260756924948,1.093421685162235,2.45484486000851,0.6775030378652727
AUDI,S5 CABRIOLET,SUBCOMPACT,0.4771212547196624,1.2986580151756753,A7,Z,1.1238516409670858,0.9777236052888476,1.0644579892269184,2.426511261364575,0.6595566295854044
AUDI,S6,MID-SIZE,0.6020599913279623,1.3000676416768184,A7,Z,1.1522883443830565,0.9867717342662446,1.0863598306747482,2.44870631990508,0.8503141686007121
AUDI,S7,MID-SIZE,0.6020599913279623,1.3000676416768184,A7,Z,1.1522883443830565,0.9867717342662446,1.0863598306747482,2.44870631990508,0.8503141686007121
AUDI,S8,MID-SIZE,0.6020599913279623,1.3000676416768184,AS8,Z,1.1986570869544224,0.9637878273455552,1.1072099696478683,2.477121254719662,0.8666339625451607
AUDI,SQ5,SUV - SMALL,0.4771212547196624,1.2986580151756753,AS8,Z,1.1731862684122738,1.0043213737826424,1.1038037209559568,2.465382851448418,0.6839359272847183
AUDI,TT COUPE QUATTRO,SUBCOMPACT,0.3010299956639811,1.2962183778481056,A6,Z,1.0170333392987805,0.8808135922807911,0.9590413923210936,2.320146286111054,0.37421853885304746
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,0.3010299956639811,1.2962183778481056,A6,Z,1.0170333392987805,0.8808135922807911,0.9590413923210936,2.320146286111054,0.37421853885304746
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,0.3010299956639811,1.2962183778481056,A6,Z,1.0606978403536116,0.9444826721501686,1.012837224705172,2.374748346010104,0.395209705608041
AUDI,TTS ROADSTER QUATTRO,TWO-SEATER,0.3010299956639811,1.2962183778481056,A6,Z,1.0606978403536116,0.9444826721501686,1.012837224705172,2.374748346010104,0.395209705608041
BENTLEY,CONTINENTAL GT,SUBCOMPACT,0.6020599913279623,1.3000676416768184,AS8,Z,1.212187604403958,0.9912260756924948,1.1271047983648077,2.4969296480732144,0.8822060172753053
BENTLEY,CONTINENTAL GT,SUBCOMPACT,0.7781512503836435,1.3017480372878634,AS8,Z,1.2741578492636798,1.0606978403536116,1.1903316981702914,2.551449997972875,1.2057546627890137
BENTLEY,CONTINENTAL GTC,SUBCOMPACT,0.6020599913279623,1.3000676416768184,AS8,Z,1.2405492482825995,1.0086001717619173,1.1522883443830565,2.521138083704036,0.9019176500053415
BENTLEY,CONTINENTAL GTC,SUBCOMPACT,0.7781512503836435,1.3017480372878634,AS8,Z,1.301029995663981,1.0863598306747482,1.217483944213906,2.57978359661681,1.2332587167620426
BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,SUBCOMPACT,0.7781512503836435,1.3017480372878634,AS8,Z,1.301029995663981,1.0863598306747482,1.217483944213906,2.57978359661681,1.2332587167620426
BENTLEY,FLYING SPUR,MID-SIZE,0.7781512503836435,1.3017480372878634,AS8,Z,1.3074960379132128,1.0755469613925306,1.217483944213906,2.5888317255942077,1.2332587167620426
BENTLEY,MULSANNE,MID-SIZE,0.8325089127062363,1.3000676416768184,AS8,Z,1.3483048630481604,1.1731862684122738,1.2787536009528289,2.640481436970421,1.3840179104878472
BMW,320i,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0,0.8129133566428555,0.9242792860618816,2.285557309007773,0.36065434369324006
BMW,320i,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0170333392987805,0.8260748027008264,0.9395192526186184,2.301029995663981,0.3666009879806452
BMW,320i xDRIVE,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0086001717619173,0.8450980400142567,0.9444826721501686,2.305351369446624,0.3685377173227605
BMW,328i,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0,0.8129133566428555,0.9242792860618816,2.285557309007773,0.36065434369324006
BMW,328i,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0170333392987805,0.8260748027008264,0.9395192526186184,2.301029995663981,0.3666009879806452
BMW,328i xDRIVE,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054,0.37421853885304746
BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054,0.37421853885304746
BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054,0.37421853885304746
BMW,335i,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0569048513364725,0.8633228601204559,0.9822712330395684,2.34439227368511,0.6086322901975676
BMW,335i,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.0718820073061253,0.8976270912904415,1.0,2.3617278360175926,0.6196173416523645
BMW,335i xDRIVE,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0681858617461617,0.8920946026904804,0.99563519459755,2.357934847000453,0.6169128325320685
BMW,335i xDRIVE,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.0755469613925306,0.919078092376074,1.012837224705172,2.374748346010104,0.6275715086983772
BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.0755469613925306,0.9030899869919434,1.0043213737826424,2.3654879848908994,0.6222949397878516
BMW,428i COUPE,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0,0.8129133566428555,0.9242792860618816,2.285557309007773,0.36065434369324006
BMW,428i COUPE,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0170333392987805,0.8260748027008264,0.9395192526186184,2.301029995663981,0.3666009879806452
BMW,428i xDRIVE COUPE,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054,0.37421853885304746
BMW,435i COUPE,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0569048513364725,0.8633228601204559,0.9822712330395684,2.34439227368511,0.6086322901975676
BMW,435i COUPE,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.0718820073061253,0.8976270912904415,1.0,2.3617278360175926,0.6196173416523645
BMW,435i xDRIVE COUPE,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0681858617461617,0.8920946026904804,0.99563519459755,2.357934847000453,0.6169128325320685
BMW,435i xDRIVE COUPE,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.0755469613925306,0.919078092376074,1.012837224705172,2.374748346010104,0.6275715086983772
BMW,528i,MID-SIZE,0.3010299956639811,1.2962183778481056,A8,Z,1.0086001717619173,0.8450980400142567,0.9444826721501686,2.305351369446624,0.3685377173227605
BMW,528i xDRIVE,MID-SIZE,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054,0.37421853885304746
BMW,535i xDRIVE,MID-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.0755469613925306,0.9030899869919434,1.0043213737826424,2.3654879848908994,0.6222949397878516
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.0969100130080565,0.9344984512435676,1.0293837776852095,2.390935107103379,0.6378240398693781
BMW,550i xDRIVE,MID-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1583624920952496,0.9822712330395684,1.0863598306747482,2.44870631990508,0.9087747658392592
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418,0.92336713832765
BMW,640i xDRIVE GRAN COUPE,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0755469613925306,0.9030899869919434,1.0043213737826424,2.3654879848908994,0.6222949397878516
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418,0.92336713832765
BMW,650i xDRIVE COUPE,COMPACT,0.6434526764861874,1.3000676416768184,A8,Z,1.1583624920952496,0.9822712330395684,1.0863598306747482,2.44870631990508,0.9087747658392592
BMW,650i xDRIVE GRAN COUPE,COMPACT,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418,0.92336713832765
BMW,740Li xDRIVE,FULL-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.0969100130080565,0.9344984512435676,1.0293837776852095,2.390935107103379,0.6378240398693781
BMW,750i xDRIVE,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418,0.92336713832765
BMW,750Li xDRIVE,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418,0.92336713832765
BMW,760Li,FULL-SIZE,0.7781512503836435,1.3017480372878634,A8,Z,1.2718416065364988,1.0606978403536116,1.1903316981702914,2.551449997972875,1.2057546627890137
BMW,ACTIVEHYBRID 3,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,0.9637878273455552,0.8512583487190752,0.919078092376074,2.281033367247727,0.5694767243689892
BMW,ACTIVEHYBRID 5,MID-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.021189299069938,0.8976270912904415,0.9684829485539352,2.3304137733491905,0.600088830018633
BMW,ACTIVEHYBRID 7L,FULL-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.021189299069938,0.8808135922807911,0.9637878273455552,2.326335860928751,0.597179651496761
BMW,ALPINA B7 xDRIVE LWB,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418,0.92336713832765
BMW,ALPINA B7 xDRIVE SWB,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418,0.92336713832765
BMW,M5,MID-SIZE,0.6434526764861874,1.3000676416768184,AM7,Z,1.2380461031287953,1.0606978403536116,1.167317334748176,2.5289167002776547,0.9764983089323096
BMW,M5,MID-SIZE,0.6434526764861874,1.3000676416768184,M6,Z,1.2095150145426308,1.0374264979406236,1.1398790864012365,2.501059262217751,0.9535453360659971
BMW,M6,COMPACT,0.6434526764861874,1.3000676416768184,AM7,Z,1.2380461031287953,1.0606978403536116,1.167317334748176,2.5289167002776547,0.9764983089323096
BMW,M6,COMPACT,0.6434526764861874,1.3000676416768184,M6,Z,1.2095150145426308,1.0374264979406236,1.1398790864012365,2.501059262217751,0.9535453360659971
BMW,M6 CABRIOLET,SUBCOMPACT,0.6434526764861874,1.3000676416768184,AM7,Z,1.2380461031287953,1.0606978403536116,1.167317334748176,2.5289167002776547,0.9764983089323096
BMW,M6 CABRIOLET,SUBCOMPACT,0.6434526764861874,1.3000676416768184,M6,Z,1.2095150145426308,1.0374264979406236,1.1398790864012365,2.501059262217751,0.9535453360659971
BMW,M6 GRAN COUPE,COMPACT,0.6434526764861874,1.3000676416768184,AM7,Z,1.2380461031287953,1.0606978403536116,1.167317334748176,2.5289167002776547,0.9764983089323096
BMW,M6 GRAN COUPE,COMPACT,0.6434526764861874,1.3000676416768184,M6,Z,1.2095150145426308,1.0374264979406236,1.1398790864012365,2.501059262217751,0.9535453360659971
BMW,X1 xDRIVE28i,SUV - SMALL,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054,0.37421853885304746
BMW,X1 xDRIVE35i,SUV - SMALL,0.4771212547196624,1.2986580151756753,A6,Z,1.1205739312058498,0.9493900066449128,1.0530784434834195,2.4149733479708178,0.6525056657026062
BMW,X3 xDRIVE28i,SUV - SMALL,0.3010299956639811,1.2962183778481056,A8,Z,1.0492180226701815,0.9294189257142926,1.0,2.3617278360175926,0.39020061266318784
BMW,X3 xDRIVE35i,SUV - SMALL,0.4771212547196624,1.2986580151756753,A8,Z,1.1003705451175627,0.9590413923210936,1.041392685158225,2.403120521175817,0.6452649671939571
BMW,X5 xDRIVE35i,SUV - STANDARD,0.4771212547196624,1.2986580151756753,A8,Z,1.1105897102992488,0.9444826721501686,1.0453229787866574,2.4065401804339546,0.6477002452839197
BMW,X5 xDRIVE50i,SUV - STANDARD,0.6434526764861874,1.3000676416768184,A8,Z,1.212187604403958,1.0374264979406236,1.143014800254095,2.505149978319906,0.956168461058202
BMW,X6 M,SUV - STANDARD,0.6434526764861874,1.3000676416768184,A6,Z,1.2576785748691843,1.136720567156407,1.2068258760318495,2.5682017240669945,1.009548468133631
BMW,X6 xDRIVE35i,SUV - STANDARD,0.4771212547196624,1.2986580151756753,A8,Z,1.1335389083702174,0.9912260756924948,1.0755469613925306,2.437750562820388,0.6664275490403181
BMW,X6 xDRIVE50i,SUV - STANDARD,0.6434526764861874,1.3000676416768184,A8,Z,1.2148438480476975,1.0530784434834195,1.1492191126553797,2.510545010206612,0.9613585669425194
BMW,Z4 sDRIVE28i,TWO-SEATER,0.3010299956639811,1.2962183778481056,A8,Z,1.0334237554869496,0.8512583487190752,0.9590413923210936,2.320146286111054,0.37421853885304746
BMW,Z4 sDRIVE28i,TWO-SEATER,0.3010299956639811,1.2962183778481056,M6,Z,1.0170333392987805,0.8260748027008264,0.9395192526186184,2.301029995663981,0.3666009879806452
BMW,Z4 sDRIVE35i,TWO-SEATER,0.4771212547196624,1.2986580151756753,AM7,Z,1.136720567156407,1.0043213737826424,1.08278537031645,2.444044795918076,0.6709125927355498
BMW,Z4 sDRIVE35i,TWO-SEATER,0.4771212547196624,1.2986580151756753,M6,Z,1.1038037209559568,0.9542425094393248,1.041392685158225,2.403120521175817,0.6452649671939571
BMW,Z4 sDRIVE35is,TWO-SEATER,0.4771212547196624,1.2986580151756753,AM7,Z,1.136720567156407,1.0043213737826424,1.08278537031645,2.444044795918076,0.6709125927355498
BUICK,ENCLAVE,SUV - STANDARD,0.5563025007672872,1.2986580151756753,A6,X,1.1553360374650616,0.99563519459755,1.0899051114393978,2.45178643552429,0.787398352689628
BUICK,ENCLAVE AWD,SUV - STANDARD,0.5563025007672872,1.2986580151756753,A6,X,1.1643528557844371,1.0086001717619173,1.1003705451175627,2.462397997898956,0.7949590707300147
BUICK,ENCORE,SUV - SMALL,0.1461280356782379,1.2962183778481056,AS6,X,0.9777236052888476,0.8573324964312684,0.9294189257142926,2.2922560713564755,0.1760448126745288
BUICK,ENCORE AWD,SUV - SMALL,0.1461280356782379,1.2962183778481056,AS6,X,1.0086001717619173,0.9030899869919434,0.9637878273455552,2.326335860928751,0.18255475849347683
BUICK,LACROSSE,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.136720567156407,0.9395192526186184,1.0606978403536116,2.421603926869831,0.7662976560343612
BUICK,LACROSSE AWD,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.136720567156407,0.9493900066449128,1.0606978403536116,2.421603926869831,0.7662976560343612
BUICK,LACROSSE eASSIST,MID-SIZE,0.380211241711606,1.2962183778481056,AS6,X,0.9822712330395684,0.8129133566428555,0.9138138523837166,2.276461804173244,0.45036109386417794
BUICK,REGAL,MID-SIZE,0.3010299956639811,1.2962183778481056,AS6,Z,1.0606978403536116,0.8976270912904415,0.99563519459755,2.357934847000453,0.38849746292099624
BUICK,REGAL,MID-SIZE,0.3010299956639811,1.2962183778481056,M6,Z,1.0644579892269184,0.8750612633916999,0.9912260756924948,2.3521825181113623,0.38677702202293884
BUICK,REGAL AWD,MID-SIZE,0.3010299956639811,1.2962183778481056,AS6,Z,1.0899051114393978,0.9395192526186184,1.0293837776852095,2.390935107103379,0.4016661807183155
BUICK,REGAL eASSIST,MID-SIZE,0.380211241711606,1.2962183778481056,AS6,X,0.9822712330395684,0.8129133566428555,0.9138138523837166,2.276461804173244,0.45036109386417794
BUICK,VERANO,COMPACT,0.3010299956639811,1.2962183778481056,AS6,Z,1.0606978403536116,0.8976270912904415,0.99563519459755,2.357934847000453,0.38849746292099624
BUICK,VERANO,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0644579892269184,0.8750612633916999,0.9912260756924948,2.3521825181113623,0.38677702202293884
BUICK,VERANO,COMPACT,0.380211241711606,1.2962183778481056,AS6,X,1.0530784434834195,0.8692317197309762,0.9777236052888476,2.3384564936046046,0.48185817190897234
CADILLAC,ATS,COMPACT,0.3010299956639811,1.2962183778481056,AS6,Z,1.0530784434834195,0.8750612633916999,0.9822712330395684,2.34439227368511,0.38328283693346454
CADILLAC,ATS,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.08278537031645,0.8976270912904415,1.0086001717619173,2.371067862271736,0.3935564049536966
CADILLAC,ATS,COMPACT,0.3979400086720376,1.2962183778481056,AS6,X,1.021189299069938,0.8573324964312684,0.9542425094393248,2.3159703454569174,0.49221465403418224
CADILLAC,ATS,COMPACT,0.5563025007672872,1.2986580151756753,AS6,X,1.1072099696478683,0.9294189257142926,1.0374264979406236,2.399673721481037,0.7494853514690001
CADILLAC,ATS AWD,COMPACT,0.3010299956639811,1.2962183778481056,AS6,Z,1.0718820073061253,0.9084850188786496,1.0043213737826424,2.3654879848908994,0.39188681536072156
CADILLAC,ATS AWD,COMPACT,0.5563025007672872,1.2986580151756753,AS6,X,1.117271295655764,0.9542425094393248,1.0530784434834195,2.4149733479708178,0.7607930478981957
CADILLAC,CTS COUPE,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.1205739312058498,0.9395192526186184,1.0492180226701815,2.41161970596323,0.7580040996153328
CADILLAC,CTS COUPE AWD,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.1238516409670858,0.9542425094393248,1.0569048513364725,2.418301291319745,0.7635574236301651
CADILLAC,CTS SEDAN,MID-SIZE,0.3010299956639811,1.2962183778481056,AS6,Z,1.0755469613925306,0.8976270912904415,1.0043213737826424,2.3654879848908994,0.39188681536072156
CADILLAC,CTS SEDAN,MID-SIZE,0.5563025007672872,1.2986580151756753,AS8,X,1.1105897102992488,0.9138138523837166,1.0334237554869496,2.394451680826216,0.7465935833864545
CADILLAC,CTS SEDAN AWD,MID-SIZE,0.3010299956639811,1.2962183778481056,AS6,Z,1.1003705451175627,0.9294189257142926,1.0334237554869496,2.394451680826216,0.4032425825317002
CADILLAC,CTS SEDAN AWD,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.117271295655764,0.9542425094393248,1.0530784434834195,2.4149733479708178,0.7607930478981957
CADILLAC,CTS SEDAN Vsport,MID-SIZE,0.5563025007672872,1.2986580151756753,AS8,Z,1.1789769472931697,0.99563519459755,1.1072099696478683,2.468347330412157,0.7999001904219808
