Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km)
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,A6,Z,1.2148438480476975,1.0681858617461617,1.1553360374650616,2.517195897949974
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,0.5563025007672872,1.2986580151756753,A6,X,1.1492191126553797,0.9777236052888476,1.0791812460476249,2.4409090820652173
DODGE,GRAND CARAVAN FFV,MINIVAN,0.5563025007672872,1.2986580151756753,A6,X,1.136720567156407,0.9731278535996988,1.0718820073061253,2.4329692908744054
FORD,E150 VAN FFV,VAN - CARGO,0.662757831681574,1.3000676416768184,A4,X,1.2479732663618064,1.1583624920952496,1.2095150145426308,2.571708831808688
FORD,E150 VAN FFV,VAN - CARGO,0.7323937598229685,1.3000676416768184,A4,X,1.2855573090077737,1.167317334748176,1.2355284469075487,2.597695185925512
FORD,E150 WAGON FFV,VAN - PASSENGER,0.662757831681574,1.3000676416768184,A4,X,1.2695129442179165,1.1643528557844371,1.2253092817258628,2.5865873046717547
FORD,E350 WAGON FFV,VAN - PASSENGER,0.7323937598229685,1.3000676416768184,A4,X,1.3138672203691533,1.1903316981702914,1.2624510897304295,2.624282095835668
FORD,F-150,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,A6,X,1.1613680022349748,1.0253058652647702,1.1038037209559568,2.465382851448418
FORD,F-150,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,AS6,X,1.1643528557844371,1.0253058652647702,1.1072099696478683,2.468347330412157
FORD,F-150,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,AS6,X,1.2624510897304295,1.1105897102992488,1.2013971243204515,2.56348108539441
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,A6,X,1.2013971243204515,1.0530784434834195,1.1398790864012365,2.501059262217751
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,AS6,X,1.187520720836463,1.041392685158225,1.1271047983648077,2.488550716500444
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,AS6,X,1.3031960574204888,1.1583624920952496,1.2430380486862944,2.60422605308447
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,0.568201724066995,1.2986580151756753,A6,X,1.1461280356782375,1.012837224705172,1.0899051114393978,2.45178643552429
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,0.568201724066995,1.2986580151756753,AS6,X,1.1461280356782375,1.012837224705172,1.0899051114393978,2.45178643552429
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,0.6989700043360187,1.3000676416768184,A6,X,1.2148438480476975,1.0899051114393978,1.1643528557844371,2.526339277389844
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,0.6989700043360187,1.3000676416768184,AS6,X,1.2148438480476975,1.0899051114393978,1.1643528557844371,2.526339277389844
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.568201724066995,1.2986580151756753,A6,X,1.1760912590556811,1.0569048513364725,1.1271047983648077,2.488550716500444
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.568201724066995,1.2986580151756753,AS6,X,1.1760912590556811,1.0569048513364725,1.1271047983648077,2.488550716500444
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.6989700043360187,1.3000676416768184,A6,X,1.2253092817258628,1.1003705451175627,1.1731862684122738,2.53529412004277
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.6989700043360187,1.3000676416768184,AS6,X,1.2227164711475833,1.0969100130080565,1.1702617153949573,2.531478917042255
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,AS6,X,1.3096301674258986,1.1760912590556811,1.2552725051033058,2.617000341120898
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,0.2041199826559248,1.2962183778481056,AS6,X,1.0334237554869496,0.9030899869919434,0.9777236052888476,2.3384564936046046
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,0.3979400086720376,1.2962183778481056,AS6,X,1.0530784434834195,0.9138138523837166,0.99563519459755,2.357934847000453
FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,0.2041199826559248,1.2962183778481056,AS6,X,1.0606978403536116,0.919078092376074,1.0043213737826424,2.3654879848908994
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,0.3979400086720376,1.2962183778481056,AS6,X,1.0755469613925306,0.9294189257142926,1.0170333392987805,2.378397900948137
GMC,SAVANA 1500 CARGO,VAN - CARGO,0.6334684555795864,1.2986580151756753,A4,X,1.2329961103921538,1.1038037209559568,1.1789769472931697,2.5403294747908736
GMC,SAVANA 1500 CARGO,VAN - CARGO,0.7242758696007889,1.3000676416768184,A4,X,1.2552725051033058,1.1271047983648077,1.2013971243204515,2.56348108539441
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,0.7242758696007889,1.3000676416768184,A4,X,1.2624510897304295,1.1522883443830565,1.217483944213906,2.57978359661681
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,0.7242758696007889,1.3000676416768184,A4,X,1.2695129442179165,1.143014800254095,1.217483944213906,2.57978359661681
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,0.7242758696007889,1.3000676416768184,A4,X,1.2624510897304295,1.1522883443830565,1.217483944213906,2.57978359661681
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,0.7242758696007889,1.3000676416768184,A4,X,1.2695129442179165,1.143014800254095,1.217483944213906,2.57978359661681
GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,0.7242758696007889,1.3000676416768184,A4,X,1.2624510897304295,1.1522883443830565,1.217483944213906,2.57978359661681
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,0.6812412373755872,1.3000676416768184,A6,X,1.3242824552976926,1.1522883443830565,1.2552725051033058,2.617000341120898
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3404441148401185,1.1760912590556811,1.2741578492636798,2.635483746814912
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,0.6812412373755872,1.3000676416768184,A6,X,1.3283796034387376,1.1553360374650616,1.260071387985075,2.622214022966295
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3443922736851106,1.1760912590556811,1.276461804173244,2.638489256954637
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.6334684555795864,1.2986580151756753,A6,X,1.1271047983648077,0.99563519459755,1.0718820073061253,2.4329692908744054
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.7242758696007889,1.3000676416768184,A6,X,1.1643528557844371,1.012837224705172,1.1038037209559568,2.465382851448418
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,A6,Z,1.212187604403958,1.0569048513364725,1.1492191126553797,2.510545010206612
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,0.6334684555795864,1.2986580151756753,A6,X,1.1522883443830565,1.0253058652647702,1.1003705451175627,2.462397997898956
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,0.7242758696007889,1.3000676416768184,A6,X,1.1731862684122738,1.0253058652647702,1.1139433523068367,2.4756711883244296
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,A6,Z,1.2148438480476975,1.0681858617461617,1.1553360374650616,2.517195897949974
HONDA,ODYSSEY,MINIVAN,0.5440680443502756,1.2986580151756753,A6,X,1.0899051114393978,0.9294189257142926,1.0253058652647702,2.387389826338729
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,A5,X,1.1818435879447724,1.0530784434834195,1.1271047983648077,2.488550716500444
KIA,RONDO,STATION WAGON - MID-SIZE,0.3010299956639811,1.2962183778481056,A6,X,1.021189299069938,0.8750612633916999,0.9637878273455552,2.326335860928751
KIA,RONDO,STATION WAGON - MID-SIZE,0.3010299956639811,1.2962183778481056,M6,X,1.0334237554869496,0.8692317197309762,0.9684829485539352,2.3304137733491905
KIA,SEDONA,MINIVAN,0.5440680443502756,1.2986580151756753,A6,X,1.136720567156407,0.99563519459755,1.0791812460476249,2.4409090820652173
LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,0.3010299956639811,1.2962183778481056,AS6,X,1.0606978403536116,0.9294189257142926,1.0086001717619173,2.371067862271736
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,0.568201724066995,1.2986580151756753,A6,X,1.1461280356782375,0.99563519459755,1.0863598306747482,2.44870631990508
MAZDA,MAZDA5,MINIVAN,0.3979400086720376,1.2962183778481056,AS5,X,1.0334237554869496,0.9242792860618816,0.9867717342662446,2.3483048630481607
MAZDA,MAZDA5,MINIVAN,0.3979400086720376,1.2962183778481056,M6,X,1.0453229787866574,0.919078092376074,0.9912260756924948,2.3521825181113623
MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,0.5440680443502756,1.2986580151756753,AS7,Z,1.08278537031645,0.9344984512435676,1.021189299069938,2.383815365980431
MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,0.7403626894942438,1.3000676416768184,AS7,Z,1.1903316981702914,1.041392685158225,1.130333768495006,2.4913616938342726
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,0.7403626894942438,1.3000676416768184,AS7,Z,1.1903316981702914,1.041392685158225,1.130333768495006,2.4913616938342726
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,0.3979400086720376,1.2962183778481056,A5,X,1.136720567156407,1.0253058652647702,1.0899051114393978,2.45178643552429
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,0.3979400086720376,1.2962183778481056,M5,X,1.0863598306747482,1.0086001717619173,1.0530784434834195,2.4149733479708178
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,A5,X,1.167317334748176,1.0086001717619173,1.1038037209559568,2.465382851448418
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,A5,X,1.1958996524092336,1.0492180226701815,1.136720567156407,2.4983105537896004
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,M6,X,1.1702617153949573,1.041392685158225,1.117271295655764,2.478566495593843
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,0.3010299956639811,1.2962183778481056,AV,X,1.0,0.9294189257142926,0.9684829485539352,2.3304137733491905
NISSAN,QUEST,MINIVAN,0.5440680443502756,1.2986580151756753,AV,X,1.0969100130080565,0.9777236052888476,1.0453229787866574,2.4065401804339546
NISSAN,TITAN,PICKUP TRUCK - STANDARD,0.7481880270062004,1.3000676416768184,A5,X,1.2528530309798929,1.1072099696478683,1.1931245983544614,2.555094448578319
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,0.7481880270062004,1.3000676416768184,A5,X,1.294466226161593,1.1553360374650616,1.2380461031287953,2.599883072073688
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,A6,X,1.2329961103921538,1.0791812460476249,1.1702617153949573,2.531478917042255
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,A8,X,1.1986570869544224,1.0374264979406236,1.1335389083702174,2.4955443375464483
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,A6,X,1.2455126678141497,1.1038037209559568,1.187520720836463,2.549003262025788
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,A8,X,1.212187604403958,1.0606978403536116,1.1492191126553797,2.510545010206612
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,0.5563025007672872,1.2986580151756753,A8,X,1.1643528557844371,1.0043213737826424,1.1003705451175627,2.462397997898956
RAM,1500 FFV,PICKUP TRUCK - STANDARD,0.5563025007672872,1.2986580151756753,A8,X,1.143014800254095,0.9777236052888476,1.0755469613925306,2.437750562820388
RAM,1500 HFE,PICKUP TRUCK - STANDARD,0.5563025007672872,1.2986580151756753,A8,X,1.1105897102992488,0.9684829485539352,1.0530784434834195,2.4149733479708178
RAM,CARGO VAN FFV,MINIVAN,0.5563025007672872,1.2986580151756753,A6,X,1.1238516409670858,0.9590413923210936,1.0569048513364725,2.418301291319745
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,0.255272505103306,1.2962183778481056,AV,X,0.7242758696007889,0.7634279935629372,0.7403626894942438,2.1003705451175625
TOYOTA,SIENNA,MINIVAN,0.5440680443502756,1.2986580151756753,AS6,X,1.1105897102992488,0.9731278535996988,1.0530784434834195,2.4149733479708178
TOYOTA,SIENNA AWD,MINIVAN,0.5440680443502756,1.2986580151756753,AS6,X,1.1522883443830565,1.012837224705172,1.093421685162235,2.45484486000851
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,0.4313637641589873,1.2962183778481056,A4,X,1.0863598306747482,0.9684829485539352,1.0374264979406236,2.399673721481037
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,0.4313637641589873,1.2962183778481056,M5,X,1.0530784434834195,0.9493900066449128,1.0086001717619173,2.371067862271736
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,M6,X,1.1613680022349748,1.0530784434834195,1.117271295655764,2.478566495593843
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.4313637641589873,1.2962183778481056,A4,X,1.117271295655764,1.021189299069938,1.0755469613925306,2.437750562820388
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.4313637641589873,1.2962183778481056,M5,X,1.1072099696478683,1.0253058652647702,1.0718820073061253,2.4329692908744054
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,A5,X,1.167317334748176,1.0606978403536116,1.1238516409670858,2.48572142648158
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,M6,X,1.1846914308175986,1.0899051114393978,1.1461280356782375,2.507855871695831
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,0.6020599913279623,1.2986580151756753,AS5,X,1.1702617153949573,1.0718820073061253,1.130333768495006,2.4913616938342726
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,0.662757831681574,1.3000676416768184,AS6,X,1.2013971243204515,1.0899051114393978,1.1553360374650616,2.517195897949974
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,AS6,X,1.2455126678141497,1.1105897102992488,1.1903316981702914,2.551449997972875
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,0.662757831681574,1.3000676416768184,AS6,X,1.2278867046136734,1.1072099696478683,1.1789769472931697,2.5403294747908736
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,AS6,X,1.2576785748691843,1.143014800254095,1.2095150145426308,2.571708831808688
VOLKSWAGEN,ROUTAN,MINIVAN,0.5563025007672872,1.2986580151756753,A6,X,1.1522883443830565,0.9777236052888476,1.08278537031645,2.444044795918076
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,0.3010299956639811,1.2962183778481056,AV,X,0.9867717342662446,0.9542425094393248,0.9731278535996988,2.3344537511509307
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,0.3979400086720376,1.2962183778481056,A6,X,1.0755469613925306,0.9444826721501686,1.021189299069938,2.383815365980431
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,0.3979400086720376,1.2962183778481056,M6,X,1.0863598306747482,0.9590413923210936,1.0334237554869496,2.394451680826216
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,0.5563025007672872,1.2986580151756753,A6,X,1.1139433523068367,0.9637878273455552,1.0530784434834195,2.4149733479708178
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,0.3979400086720376,1.2962183778481056,A6,X,1.1038037209559568,0.9777236052888476,1.0530784434834195,2.4149733479708178
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,0.5563025007672872,1.2986580151756753,A6,X,1.130333768495006,0.9912260756924948,1.0718820073061253,2.4329692908744054
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,0.6812412373755872,1.3000676416768184,A6,X,1.322219294733919,1.1522883443830565,1.2552725051033058,2.617000341120898
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3424226808222062,1.1731862684122738,1.2741578492636798,2.635483746814912
CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3424226808222062,1.1731862684122738,1.2741578492636798,2.635483746814912
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,0.6812412373755872,1.3000676416768184,A6,X,1.3283796034387376,1.1553360374650616,1.2576785748691843,2.6190933306267423
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3463529744506386,1.1789769472931697,1.2787536009528289,2.640481436970421
CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3463529744506386,1.1789769472931697,1.2787536009528289,2.640481436970421
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,0.6334684555795864,1.2986580151756753,A6,X,1.1271047983648077,0.99563519459755,1.0755469613925306,2.437750562820388
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,0.7242758696007889,1.3000676416768184,A6,X,1.1643528557844371,1.012837224705172,1.1038037209559568,2.465382851448418
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,A8,Z,1.2068258760318495,1.0569048513364725,1.1461280356782375,2.507855871695831
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,0.6334684555795864,1.2986580151756753,A6,X,1.1492191126553797,1.0253058652647702,1.0969100130080565,2.4593924877592306
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,0.7242758696007889,1.3000676416768184,A6,X,1.1731862684122738,1.0293837776852095,1.1139433523068367,2.4756711883244296
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,A8,Z,1.212187604403958,1.0644579892269184,1.1522883443830565,2.514547752660286
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,0.5563025007672872,1.2986580151756753,A6,X,1.1492191126553797,0.9777236052888476,1.0791812460476249,2.4409090820652173
DODGE,GRAND CARAVAN FFV,MINIVAN,0.5563025007672872,1.2986580151756753,A6,X,1.136720567156407,0.9731278535996988,1.0718820073061253,2.4329692908744054
FORD,F-150,PICKUP TRUCK - STANDARD,0.4313637641589873,1.2986580151756753,AS6,X,1.0863598306747482,0.9637878273455552,1.0334237554869496,2.394451680826216
FORD,F-150,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,AS6,X,1.136720567156407,0.99563519459755,1.0791812460476249,2.4409090820652173
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,A6,X,1.1205739312058498,0.9822712330395684,1.0606978403536116,2.421603926869831
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,0.6989700043360187,1.3000676416768184,AS6,X,1.1903316981702914,1.0253058652647702,1.1238516409670858,2.48572142648158
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,0.4313637641589873,1.2986580151756753,AS6,X,1.1238516409670858,1.0170333392987805,1.0791812460476249,2.4409090820652173
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,AS6,X,1.1522883443830565,1.0170333392987805,1.0969100130080565,2.4593924877592306
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.5440680443502756,1.2986580151756753,A6,X,1.143014800254095,1.021189299069938,1.093421685162235,2.45484486000851
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.6989700043360187,1.3000676416768184,AS6,X,1.2041199826559246,1.0530784434834195,1.143014800254095,2.505149978319906
FORD,T-150 WAGON,VAN - PASSENGER,0.5440680443502756,1.2986580151756753,AS6,X,1.220108088040055,1.0969100130080565,1.167317334748176,2.5289167002776547
FORD,T-150 WAGON FFV,VAN - PASSENGER,0.568201724066995,1.2986580151756753,AS6,X,1.220108088040055,1.1003705451175627,1.1702617153949573,2.531478917042255
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,0.2041199826559248,1.2962183778481056,AS6,X,1.0253058652647702,0.8976270912904415,0.9731278535996988,2.3344537511509307
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,0.3979400086720376,1.2962183778481056,AS6,X,1.0530784434834195,0.9138138523837166,0.99563519459755,2.357934847000453
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,0.3979400086720376,1.2962183778481056,AS6,X,1.0681858617461617,0.9242792860618816,1.0086001717619173,2.371067862271736
FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,0.3979400086720376,1.2962183778481056,AS6,X,1.0791812460476249,0.9294189257142926,1.0170333392987805,2.378397900948137
GMC,CANYON,PICKUP TRUCK - SMALL,0.3979400086720376,1.2962183778481056,A6,X,1.0755469613925306,0.9444826721501686,1.021189299069938,2.383815365980431
GMC,CANYON,PICKUP TRUCK - SMALL,0.3979400086720376,1.2962183778481056,M6,X,1.0863598306747482,0.9590413923210936,1.0334237554869496,2.394451680826216
GMC,CANYON,PICKUP TRUCK - SMALL,0.5563025007672872,1.2986580151756753,A6,X,1.1139433523068367,0.9637878273455552,1.0530784434834195,2.4149733479708178
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,0.3979400086720376,1.2962183778481056,A6,X,1.1038037209559568,0.9777236052888476,1.0530784434834195,2.4149733479708178
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,0.5563025007672872,1.2986580151756753,A6,X,1.130333768495006,0.9912260756924948,1.0718820073061253,2.4329692908744054
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,0.6812412373755872,1.3000676416768184,A6,X,1.322219294733919,1.1522883443830565,1.2552725051033058,2.617000341120898
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3424226808222062,1.1731862684122738,1.2741578492636798,2.635483746814912
GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3424226808222062,1.1731862684122738,1.2741578492636798,2.635483746814912
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,0.6812412373755872,1.3000676416768184,A6,X,1.3283796034387376,1.1553360374650616,1.2576785748691843,2.6190933306267423
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3463529744506386,1.1789769472931697,1.2787536009528289,2.640481436970421
GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,0.7781512503836435,1.3000676416768184,A6,X,1.3463529744506386,1.1789769472931697,1.2787536009528289,2.640481436970421
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.6334684555795864,1.2986580151756753,A6,X,1.1271047983648077,0.99563519459755,1.0755469613925306,2.437750562820388
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.7242758696007889,1.3000676416768184,A6,X,1.1643528557844371,1.012837224705172,1.1038037209559568,2.465382851448418
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,A8,Z,1.2068258760318495,1.0569048513364725,1.1461280356782375,2.507855871695831
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,0.6334684555795864,1.2986580151756753,A6,X,1.1492191126553797,1.0253058652647702,1.0969100130080565,2.4593924877592306
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,0.7242758696007889,1.3000676416768184,A6,X,1.1731862684122738,1.0293837776852095,1.1139433523068367,2.4756711883244296
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,0.7923916894982539,1.3000676416768184,A8,Z,1.212187604403958,1.0644579892269184,1.1522883443830565,2.514547752660286
