Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km)
BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,SUBCOMPACT,0.7781512503836435,1.3017480372878634,AS8,Z,1.301029995663981,1.0863598306747482,1.217483944213906,2.57978359661681
BENTLEY,FLYING SPUR,MID-SIZE,0.7781512503836435,1.3017480372878634,AS8,Z,1.3074960379132128,1.0755469613925306,1.217483944213906,2.5888317255942077
BENTLEY,MULSANNE,MID-SIZE,0.8325089127062363,1.3000676416768184,AS8,Z,1.3483048630481604,1.1731862684122738,1.2787536009528289,2.640481436970421
BMW,320i,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0,0.8129133566428555,0.9242792860618816,2.285557309007773
BMW,320i,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0170333392987805,0.8260748027008264,0.9395192526186184,2.301029995663981
BMW,320i xDRIVE,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0086001717619173,0.8450980400142567,0.9444826721501686,2.305351369446624
BMW,328i,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0,0.8129133566428555,0.9242792860618816,2.285557309007773
BMW,328i,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0170333392987805,0.8260748027008264,0.9395192526186184,2.301029995663981
BMW,328i xDRIVE,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054
BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054
BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054
BMW,335i,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0569048513364725,0.8633228601204559,0.9822712330395684,2.34439227368511
BMW,335i,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.0718820073061253,0.8976270912904415,1.0,2.3617278360175926
BMW,335i xDRIVE,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0681858617461617,0.8920946026904804,0.99563519459755,2.357934847000453
BMW,335i xDRIVE,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.0755469613925306,0.919078092376074,1.012837224705172,2.374748346010104
BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.0755469613925306,0.9030899869919434,1.0043213737826424,2.3654879848908994
BMW,428i COUPE,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0,0.8129133566428555,0.9242792860618816,2.285557309007773
BMW,428i COUPE,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0170333392987805,0.8260748027008264,0.9395192526186184,2.301029995663981
BMW,428i xDRIVE COUPE,COMPACT,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054
BMW,435i COUPE,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0569048513364725,0.8633228601204559,0.9822712330395684,2.34439227368511
BMW,435i COUPE,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.0718820073061253,0.8976270912904415,1.0,2.3617278360175926
BMW,435i xDRIVE COUPE,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0681858617461617,0.8920946026904804,0.99563519459755,2.357934847000453
BMW,435i xDRIVE COUPE,COMPACT,0.4771212547196624,1.2986580151756753,M6,Z,1.0755469613925306,0.919078092376074,1.012837224705172,2.374748346010104
BMW,528i,MID-SIZE,0.3010299956639811,1.2962183778481056,A8,Z,1.0086001717619173,0.8450980400142567,0.9444826721501686,2.305351369446624
BMW,528i xDRIVE,MID-SIZE,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054
BMW,535i xDRIVE,MID-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.0755469613925306,0.9030899869919434,1.0043213737826424,2.3654879848908994
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.0969100130080565,0.9344984512435676,1.0293837776852095,2.390935107103379
BMW,550i xDRIVE,MID-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1583624920952496,0.9822712330395684,1.0863598306747482,2.44870631990508
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418
BMW,640i xDRIVE GRAN COUPE,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,1.0755469613925306,0.9030899869919434,1.0043213737826424,2.3654879848908994
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418
BMW,650i xDRIVE COUPE,COMPACT,0.6434526764861874,1.3000676416768184,A8,Z,1.1583624920952496,0.9822712330395684,1.0863598306747482,2.44870631990508
BMW,650i xDRIVE GRAN COUPE,COMPACT,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418
BMW,740Li xDRIVE,FULL-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.0969100130080565,0.9344984512435676,1.0293837776852095,2.390935107103379
BMW,750i xDRIVE,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418
BMW,750Li xDRIVE,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418
BMW,760Li,FULL-SIZE,0.7781512503836435,1.3017480372878634,A8,Z,1.2718416065364988,1.0606978403536116,1.1903316981702914,2.551449997972875
BMW,ACTIVEHYBRID 3,COMPACT,0.4771212547196624,1.2986580151756753,A8,Z,0.9637878273455552,0.8512583487190752,0.919078092376074,2.281033367247727
BMW,ACTIVEHYBRID 5,MID-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.021189299069938,0.8976270912904415,0.9684829485539352,2.3304137733491905
BMW,ACTIVEHYBRID 7L,FULL-SIZE,0.4771212547196624,1.2986580151756753,A8,Z,1.021189299069938,0.8808135922807911,0.9637878273455552,2.326335860928751
BMW,ALPINA B7 xDRIVE LWB,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418
BMW,ALPINA B7 xDRIVE SWB,FULL-SIZE,0.6434526764861874,1.3000676416768184,A8,Z,1.1760912590556811,0.9912260756924948,1.1038037209559568,2.465382851448418
BMW,M5,MID-SIZE,0.6434526764861874,1.3000676416768184,AM7,Z,1.2380461031287953,1.0606978403536116,1.167317334748176,2.5289167002776547
BMW,M5,MID-SIZE,0.6434526764861874,1.3000676416768184,M6,Z,1.2095150145426308,1.0374264979406236,1.1398790864012365,2.501059262217751
BMW,M6,COMPACT,0.6434526764861874,1.3000676416768184,AM7,Z,1.2380461031287953,1.0606978403536116,1.167317334748176,2.5289167002776547
BMW,M6,COMPACT,0.6434526764861874,1.3000676416768184,M6,Z,1.2095150145426308,1.0374264979406236,1.1398790864012365,2.501059262217751
BMW,M6 CABRIOLET,SUBCOMPACT,0.6434526764861874,1.3000676416768184,AM7,Z,1.2380461031287953,1.0606978403536116,1.167317334748176,2.5289167002776547
BMW,M6 CABRIOLET,SUBCOMPACT,0.6434526764861874,1.3000676416768184,M6,Z,1.2095150145426308,1.0374264979406236,1.1398790864012365,2.501059262217751
BMW,M6 GRAN COUPE,COMPACT,0.6434526764861874,1.3000676416768184,AM7,Z,1.2380461031287953,1.0606978403536116,1.167317334748176,2.5289167002776547
BMW,M6 GRAN COUPE,COMPACT,0.6434526764861874,1.3000676416768184,M6,Z,1.2095150145426308,1.0374264979406236,1.1398790864012365,2.501059262217751
BMW,X1 xDRIVE28i,SUV - SMALL,0.3010299956639811,1.2962183778481056,A8,Z,1.0253058652647702,0.8573324964312684,0.9590413923210936,2.320146286111054
BMW,X1 xDRIVE35i,SUV - SMALL,0.4771212547196624,1.2986580151756753,A6,Z,1.1205739312058498,0.9493900066449128,1.0530784434834195,2.4149733479708178
BMW,X3 xDRIVE28i,SUV - SMALL,0.3010299956639811,1.2962183778481056,A8,Z,1.0492180226701815,0.9294189257142926,1.0,2.3617278360175926
BMW,X3 xDRIVE35i,SUV - SMALL,0.4771212547196624,1.2986580151756753,A8,Z,1.1003705451175627,0.9590413923210936,1.041392685158225,2.403120521175817
BMW,X5 xDRIVE35i,SUV - STANDARD,0.4771212547196624,1.2986580151756753,A8,Z,1.1105897102992488,0.9444826721501686,1.0453229787866574,2.4065401804339546
BMW,X5 xDRIVE50i,SUV - STANDARD,0.6434526764861874,1.3000676416768184,A8,Z,1.212187604403958,1.0374264979406236,1.143014800254095,2.505149978319906
BMW,X6 M,SUV - STANDARD,0.6434526764861874,1.3000676416768184,A6,Z,1.2576785748691843,1.136720567156407,1.2068258760318495,2.5682017240669945
BMW,X6 xDRIVE35i,SUV - STANDARD,0.4771212547196624,1.2986580151756753,A8,Z,1.1335389083702174,0.9912260756924948,1.0755469613925306,2.437750562820388
BMW,X6 xDRIVE50i,SUV - STANDARD,0.6434526764861874,1.3000676416768184,A8,Z,1.2148438480476975,1.0530784434834195,1.1492191126553797,2.510545010206612
BMW,Z4 sDRIVE28i,TWO-SEATER,0.3010299956639811,1.2962183778481056,A8,Z,1.0334237554869496,0.8512583487190752,0.9590413923210936,2.320146286111054
BMW,Z4 sDRIVE28i,TWO-SEATER,0.3010299956639811,1.2962183778481056,M6,Z,1.0170333392987805,0.8260748027008264,0.9395192526186184,2.301029995663981
BMW,Z4 sDRIVE35i,TWO-SEATER,0.4771212547196624,1.2986580151756753,AM7,Z,1.136720567156407,1.0043213737826424,1.08278537031645,2.444044795918076
BMW,Z4 sDRIVE35i,TWO-SEATER,0.4771212547196624,1.2986580151756753,M6,Z,1.1038037209559568,0.9542425094393248,1.041392685158225,2.403120521175817
BMW,Z4 sDRIVE35is,TWO-SEATER,0.4771212547196624,1.2986580151756753,AM7,Z,1.136720567156407,1.0043213737826424,1.08278537031645,2.444044795918076
BUICK,ENCLAVE,SUV - STANDARD,0.5563025007672872,1.2986580151756753,A6,X,1.1553360374650616,0.99563519459755,1.0899051114393978,2.45178643552429
BUICK,ENCLAVE AWD,SUV - STANDARD,0.5563025007672872,1.2986580151756753,A6,X,1.1643528557844371,1.0086001717619173,1.1003705451175627,2.462397997898956
BUICK,ENCORE,SUV - SMALL,0.1461280356782379,1.2962183778481056,AS6,X,0.9777236052888476,0.8573324964312684,0.9294189257142926,2.2922560713564755
BUICK,ENCORE AWD,SUV - SMALL,0.1461280356782379,1.2962183778481056,AS6,X,1.0086001717619173,0.9030899869919434,0.9637878273455552,2.326335860928751
BUICK,LACROSSE,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.136720567156407,0.9395192526186184,1.0606978403536116,2.421603926869831
BUICK,LACROSSE AWD,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.136720567156407,0.9493900066449128,1.0606978403536116,2.421603926869831
BUICK,LACROSSE eASSIST,MID-SIZE,0.380211241711606,1.2962183778481056,AS6,X,0.9822712330395684,0.8129133566428555,0.9138138523837166,2.276461804173244
BUICK,REGAL,MID-SIZE,0.3010299956639811,1.2962183778481056,AS6,Z,1.0606978403536116,0.8976270912904415,0.99563519459755,2.357934847000453
BUICK,REGAL,MID-SIZE,0.3010299956639811,1.2962183778481056,M6,Z,1.0644579892269184,0.8750612633916999,0.9912260756924948,2.3521825181113623
BUICK,REGAL AWD,MID-SIZE,0.3010299956639811,1.2962183778481056,AS6,Z,1.0899051114393978,0.9395192526186184,1.0293837776852095,2.390935107103379
BUICK,REGAL eASSIST,MID-SIZE,0.380211241711606,1.2962183778481056,AS6,X,0.9822712330395684,0.8129133566428555,0.9138138523837166,2.276461804173244
BUICK,VERANO,COMPACT,0.3010299956639811,1.2962183778481056,AS6,Z,1.0606978403536116,0.8976270912904415,0.99563519459755,2.357934847000453
BUICK,VERANO,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0644579892269184,0.8750612633916999,0.9912260756924948,2.3521825181113623
BUICK,VERANO,COMPACT,0.380211241711606,1.2962183778481056,AS6,X,1.0530784434834195,0.8692317197309762,0.9777236052888476,2.3384564936046046
CADILLAC,ATS,COMPACT,0.3010299956639811,1.2962183778481056,AS6,Z,1.0530784434834195,0.8750612633916999,0.9822712330395684,2.34439227368511
CADILLAC,ATS,COMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.08278537031645,0.8976270912904415,1.0086001717619173,2.371067862271736
CADILLAC,ATS,COMPACT,0.3979400086720376,1.2962183778481056,AS6,X,1.021189299069938,0.8573324964312684,0.9542425094393248,2.3159703454569174
CADILLAC,ATS,COMPACT,0.5563025007672872,1.2986580151756753,AS6,X,1.1072099696478683,0.9294189257142926,1.0374264979406236,2.399673721481037
CADILLAC,ATS AWD,COMPACT,0.3010299956639811,1.2962183778481056,AS6,Z,1.0718820073061253,0.9084850188786496,1.0043213737826424,2.3654879848908994
CADILLAC,ATS AWD,COMPACT,0.5563025007672872,1.2986580151756753,AS6,X,1.117271295655764,0.9542425094393248,1.0530784434834195,2.4149733479708178
CADILLAC,CTS COUPE,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.1205739312058498,0.9395192526186184,1.0492180226701815,2.41161970596323
CADILLAC,CTS COUPE AWD,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.1238516409670858,0.9542425094393248,1.0569048513364725,2.418301291319745
CADILLAC,CTS SEDAN,MID-SIZE,0.3010299956639811,1.2962183778481056,AS6,Z,1.0755469613925306,0.8976270912904415,1.0043213737826424,2.3654879848908994
CADILLAC,CTS SEDAN,MID-SIZE,0.5563025007672872,1.2986580151756753,AS8,X,1.1105897102992488,0.9138138523837166,1.0334237554869496,2.394451680826216
CADILLAC,CTS SEDAN AWD,MID-SIZE,0.3010299956639811,1.2962183778481056,AS6,Z,1.1003705451175627,0.9294189257142926,1.0334237554869496,2.394451680826216
CADILLAC,CTS SEDAN AWD,MID-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.117271295655764,0.9542425094393248,1.0530784434834195,2.4149733479708178
CADILLAC,CTS SEDAN Vsport,MID-SIZE,0.5563025007672872,1.2986580151756753,AS8,Z,1.1789769472931697,0.99563519459755,1.1072099696478683,2.468347330412157
CADILLAC,CTS SPORT WAGON,STATION WAGON - SMALL,0.4771212547196624,1.2986580151756753,AS6,X,1.1038037209559568,0.9493900066449128,1.041392685158225,2.403120521175817
CADILLAC,CTS SPORT WAGON,STATION WAGON - SMALL,0.5563025007672872,1.2986580151756753,AS6,X,1.1238516409670858,0.9493900066449128,1.0530784434834195,2.4149733479708178
CADILLAC,CTS SPORT WAGON AWD,STATION WAGON - SMALL,0.4771212547196624,1.2986580151756753,AS6,X,1.1072099696478683,0.9590413923210936,1.0453229787866574,2.4065401804339546
CADILLAC,CTS SPORT WAGON AWD,STATION WAGON - SMALL,0.5563025007672872,1.2986580151756753,AS6,X,1.1238516409670858,0.9542425094393248,1.0569048513364725,2.418301291319745
CADILLAC,CTS-V COUPE,MID-SIZE,0.7923916894982539,1.3000676416768184,AS6,Z,1.294466226161593,1.1105897102992488,1.220108088040055,2.5820633629117085
CADILLAC,CTS-V COUPE,MID-SIZE,0.7923916894982539,1.3000676416768184,M6,Z,1.2227164711475833,1.0969100130080565,1.1702617153949573,2.531478917042255
CADILLAC,CTS-V SEDAN,MID-SIZE,0.7923916894982539,1.3000676416768184,AS6,Z,1.294466226161593,1.1105897102992488,1.220108088040055,2.5820633629117085
CADILLAC,CTS-V SEDAN,MID-SIZE,0.7923916894982539,1.3000676416768184,M6,Z,1.2227164711475833,1.0969100130080565,1.1702617153949573,2.531478917042255
CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,0.7923916894982539,1.3000676416768184,AS6,Z,1.294466226161593,1.1105897102992488,1.220108088040055,2.5820633629117085
CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,0.7923916894982539,1.3000676416768184,M6,Z,1.2227164711475833,1.0969100130080565,1.1702617153949573,2.531478917042255
CADILLAC,ESCALADE AWD,SUV - STANDARD,0.7923916894982539,1.3000676416768184,A6,Z,1.230448921378274,1.0718820073061253,1.167317334748176,2.5289167002776547
CADILLAC,ESCALADE ESV AWD,SUV - STANDARD,0.7923916894982539,1.3000676416768184,A6,Z,1.2741578492636798,1.1271047983648077,1.2148438480476975,2.5763413502057926
CADILLAC,SRX,SUV - STANDARD,0.5563025007672872,1.2986580151756753,AS6,X,1.1553360374650616,0.9912260756924948,1.0899051114393978,2.45178643552429
CADILLAC,SRX AWD,SUV - STANDARD,0.5563025007672872,1.2986580151756753,AS6,X,1.1702617153949573,1.0170333392987805,1.1072099696478683,2.468347330412157
CADILLAC,XTS,FULL-SIZE,0.5563025007672872,1.2986580151756753,AS6,X,1.1335389083702174,0.9344984512435676,1.0569048513364725,2.418301291319745
